section,item_type,item_data_id,name,level,aliases,anchor_words
HomeVillage,Trap,12000005,Air Bomb,11,air | Air Bomb | air info | air trap setup | air trap setup lvl 11 | air trap setup lvl 13 | air trap setup lvl 3 | air trap setup lvl 5 | air trap setup lvl 6 | air trap setup lvl 8 | air_trap_setup | air_trap_setup_lvl11 | air_trap_setup_lvl13 | air_trap_setup_lvl3 | air_trap_setup_lvl5 | air_trap_setup_lvl6 | air_trap_setup_lvl8 | airtrap | airtrap lvl 1 | airtrap lvl 1 info | airtrap_lvl1_info | Bomb | lvl 1 | lvl 11 | lvl 13 | lvl 3 | lvl 5 | lvl 6 | lvl 8 | lvl1 | lvl11 | lvl13 | lvl3 | lvl5 | lvl6 | lvl8 | setup | TID_TRAP_AIR | TID_TRAP_AIR_INFO | trap | trap air | trap air info,airtrap | setup
HomeVillage,Trap,12000005,Air Bomb,12,air | Air Bomb | air info | air trap setup | air trap setup lvl 11 | air trap setup lvl 13 | air trap setup lvl 3 | air trap setup lvl 5 | air trap setup lvl 6 | air trap setup lvl 8 | air_trap_setup | air_trap_setup_lvl11 | air_trap_setup_lvl13 | air_trap_setup_lvl3 | air_trap_setup_lvl5 | air_trap_setup_lvl6 | air_trap_setup_lvl8 | airtrap | airtrap lvl 1 | airtrap lvl 1 info | airtrap_lvl1_info | Bomb | lvl 1 | lvl 11 | lvl 13 | lvl 3 | lvl 5 | lvl 6 | lvl 8 | lvl1 | lvl11 | lvl13 | lvl3 | lvl5 | lvl6 | lvl8 | setup | TID_TRAP_AIR | TID_TRAP_AIR_INFO | trap | trap air | trap air info,airtrap | setup
HomeVillage,Trap,12000005,Air Bomb,13,air | Air Bomb | air info | air trap setup | air trap setup lvl 11 | air trap setup lvl 13 | air trap setup lvl 3 | air trap setup lvl 5 | air trap setup lvl 6 | air trap setup lvl 8 | air_trap_setup | air_trap_setup_lvl11 | air_trap_setup_lvl13 | air_trap_setup_lvl3 | air_trap_setup_lvl5 | air_trap_setup_lvl6 | air_trap_setup_lvl8 | airtrap | airtrap lvl 1 | airtrap lvl 1 info | airtrap_lvl1_info | Bomb | lvl 1 | lvl 11 | lvl 13 | lvl 3 | lvl 5 | lvl 6 | lvl 8 | lvl1 | lvl11 | lvl13 | lvl3 | lvl5 | lvl6 | lvl8 | setup | TID_TRAP_AIR | TID_TRAP_AIR_INFO | trap | trap air | trap air info,airtrap | setup
BuilderBase,Trap,12000012,AirTrap2,1,air | air trap 2 | air trap setup | air_trap_setup | air2 | air2 info | airtrap | airtrap lvl 1 | airtrap lvl 1 info | airtrap_lvl1_info | AirTrap2 | lvl 1 | lvl1 | setup | TID_TRAP_AIR2 | TID_TRAP_AIR2_INFO | trap | trap air 2 | trap air 2 info | trap air2 | trap air2 info,airtrap | setup
BuilderBase,Spell,26000123,AngrySpell,1,angry spell | AngrySpell | icon spell speedup | icon unit pet rage jelly | icon_spell_speedup | icon_unit_pet_rage_jelly | jelly | rage | rage jelly | speedup | speedup info | spell | TID_SPEEDUP | TID_SPEEDUP_INFO,angry | jelly | rage | spell
BuilderBase,Spell,26000064,Apprentice Aura,1,ability title | Apprentice | Apprentice Aura | Aura | icon spell invisibility | icon_spell_invisibility | invisibility | ram rider ability info | ram rider ability title | spell | TID_RAM_RIDER_ABILITY_INFO | TID_RAM_RIDER_ABILITY_TITLE | title,apprentice | invisibility | rider | spell | title
BuilderBase,Spell,26000064,Apprentice Aura,2,ability title | Apprentice | Apprentice Aura | Aura | icon spell invisibility | icon_spell_invisibility | invisibility | ram rider ability info | ram rider ability title | spell | TID_RAM_RIDER_ABILITY_INFO | TID_RAM_RIDER_ABILITY_TITLE | title,apprentice | invisibility | rider | spell | title
BuilderBase,Spell,26000064,Apprentice Aura,3,ability title | Apprentice | Apprentice Aura | Aura | icon spell invisibility | icon_spell_invisibility | invisibility | ram rider ability info | ram rider ability title | spell | TID_RAM_RIDER_ABILITY_INFO | TID_RAM_RIDER_ABILITY_TITLE | title,apprentice | invisibility | rider | spell | title
BuilderBase,Spell,26000064,Apprentice Aura,4,ability title | Apprentice | Apprentice Aura | Aura | icon spell invisibility | icon_spell_invisibility | invisibility | ram rider ability info | ram rider ability title | spell | TID_RAM_RIDER_ABILITY_INFO | TID_RAM_RIDER_ABILITY_TITLE | title,apprentice | invisibility | rider | spell | title
HomeVillage,Troop,4000097,Apprentice Warden,1,apprentice | apprentice sc | Apprentice Warden | apprentice.sc | character apprentice warden | character apprentice warden info | icon unit apprentice | icon_unit_apprentice | sc info apprentice sc | sc/info_apprentice.sc | TID_CHARACTER_APPRENTICE_WARDEN | TID_CHARACTER_APPRENTICE_WARDEN_INFO | unit apprentice | unit apprentice big | unit_apprentice_big | warden | warden info,apprentice | warden
HomeVillage,Troop,4000097,Apprentice Warden,2,apprentice | apprentice sc | Apprentice Warden | apprentice.sc | character apprentice warden | character apprentice warden info | icon unit apprentice | icon_unit_apprentice | sc info apprentice sc | sc/info_apprentice.sc | TID_CHARACTER_APPRENTICE_WARDEN | TID_CHARACTER_APPRENTICE_WARDEN_INFO | unit apprentice | unit apprentice big | unit_apprentice_big | warden | warden info,apprentice | warden
HomeVillage,Troop,4000097,Apprentice Warden,3,apprentice | apprentice sc | Apprentice Warden | apprentice.sc | character apprentice warden | character apprentice warden info | icon unit apprentice | icon_unit_apprentice | sc info apprentice sc | sc/info_apprentice.sc | TID_CHARACTER_APPRENTICE_WARDEN | TID_CHARACTER_APPRENTICE_WARDEN_INFO | unit apprentice | unit apprentice big | unit_apprentice_big | warden | warden info,apprentice | warden
HomeVillage,Troop,4000097,Apprentice Warden,4,apprentice | apprentice sc | Apprentice Warden | apprentice.sc | character apprentice warden | character apprentice warden info | icon unit apprentice | icon_unit_apprentice | sc info apprentice sc | sc/info_apprentice.sc | TID_CHARACTER_APPRENTICE_WARDEN | TID_CHARACTER_APPRENTICE_WARDEN_INFO | unit apprentice | unit apprentice big | unit_apprentice_big | warden | warden info,apprentice | warden
BuilderBase,Spell,26000107,April25_RRAltProjectile_Spawn,1,april 25 | april 25 rr alt projectile spawn | April25 | April25 RRAltProjectile Spawn | April25_RRAltProjectile_Spawn | cloud | cloud info | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000107,April25_RRAltProjectile_Spawn,2,april 25 | april 25 rr alt projectile spawn | April25 | April25 RRAltProjectile Spawn | April25_RRAltProjectile_Spawn | cloud | cloud info | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000107,April25_RRAltProjectile_Spawn,3,april 25 | april 25 rr alt projectile spawn | April25 | April25 RRAltProjectile Spawn | April25_RRAltProjectile_Spawn | cloud | cloud info | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000107,April25_RRAltProjectile_Spawn,4,april 25 | april 25 rr alt projectile spawn | April25 | April25 RRAltProjectile Spawn | April25_RRAltProjectile_Spawn | cloud | cloud info | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000107,April25_RRAltProjectile_Spawn,5,april 25 | april 25 rr alt projectile spawn | April25 | April25 RRAltProjectile Spawn | April25_RRAltProjectile_Spawn | cloud | cloud info | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000107,April25_RRAltProjectile_Spawn,6,april 25 | april 25 rr alt projectile spawn | April25 | April25 RRAltProjectile Spawn | April25_RRAltProjectile_Spawn | cloud | cloud info | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000107,April25_RRAltProjectile_Spawn,7,april 25 | april 25 rr alt projectile spawn | April25 | April25 RRAltProjectile Spawn | April25_RRAltProjectile_Spawn | cloud | cloud info | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000107,April25_RRAltProjectile_Spawn,8,april 25 | april 25 rr alt projectile spawn | April25 | April25 RRAltProjectile Spawn | April25_RRAltProjectile_Spawn | cloud | cloud info | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000107,April25_RRAltProjectile_Spawn,9,april 25 | april 25 rr alt projectile spawn | April25 | April25 RRAltProjectile Spawn | April25_RRAltProjectile_Spawn | cloud | cloud info | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000107,April25_RRAltProjectile_Spawn,10,april 25 | april 25 rr alt projectile spawn | April25 | April25 RRAltProjectile Spawn | April25_RRAltProjectile_Spawn | cloud | cloud info | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000107,April25_RRAltProjectile_Spawn,11,april 25 | april 25 rr alt projectile spawn | April25 | April25 RRAltProjectile Spawn | April25_RRAltProjectile_Spawn | cloud | cloud info | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000107,April25_RRAltProjectile_Spawn,12,april 25 | april 25 rr alt projectile spawn | April25 | April25 RRAltProjectile Spawn | April25_RRAltProjectile_Spawn | cloud | cloud info | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000107,April25_RRAltProjectile_Spawn,13,april 25 | april 25 rr alt projectile spawn | April25 | April25 RRAltProjectile Spawn | April25_RRAltProjectile_Spawn | cloud | cloud info | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000107,April25_RRAltProjectile_Spawn,14,april 25 | april 25 rr alt projectile spawn | April25 | April25 RRAltProjectile Spawn | April25_RRAltProjectile_Spawn | cloud | cloud info | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000107,April25_RRAltProjectile_Spawn,15,april 25 | april 25 rr alt projectile spawn | April25 | April25 RRAltProjectile Spawn | April25_RRAltProjectile_Spawn | cloud | cloud info | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000107,April25_RRAltProjectile_Spawn,16,april 25 | april 25 rr alt projectile spawn | April25 | April25 RRAltProjectile Spawn | April25_RRAltProjectile_Spawn | cloud | cloud info | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000108,April25_RRAltProjectile_Spawn_DEF,1,april 25 | april 25 rr alt projectile spawn def | April25 | April25 RRAltProjectile Spawn DEF | April25_RRAltProjectile_Spawn_DEF | cloud | cloud info | DEF | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000108,April25_RRAltProjectile_Spawn_DEF,2,april 25 | april 25 rr alt projectile spawn def | April25 | April25 RRAltProjectile Spawn DEF | April25_RRAltProjectile_Spawn_DEF | cloud | cloud info | DEF | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000108,April25_RRAltProjectile_Spawn_DEF,3,april 25 | april 25 rr alt projectile spawn def | April25 | April25 RRAltProjectile Spawn DEF | April25_RRAltProjectile_Spawn_DEF | cloud | cloud info | DEF | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000108,April25_RRAltProjectile_Spawn_DEF,4,april 25 | april 25 rr alt projectile spawn def | April25 | April25 RRAltProjectile Spawn DEF | April25_RRAltProjectile_Spawn_DEF | cloud | cloud info | DEF | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000108,April25_RRAltProjectile_Spawn_DEF,5,april 25 | april 25 rr alt projectile spawn def | April25 | April25 RRAltProjectile Spawn DEF | April25_RRAltProjectile_Spawn_DEF | cloud | cloud info | DEF | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000108,April25_RRAltProjectile_Spawn_DEF,6,april 25 | april 25 rr alt projectile spawn def | April25 | April25 RRAltProjectile Spawn DEF | April25_RRAltProjectile_Spawn_DEF | cloud | cloud info | DEF | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000108,April25_RRAltProjectile_Spawn_DEF,7,april 25 | april 25 rr alt projectile spawn def | April25 | April25 RRAltProjectile Spawn DEF | April25_RRAltProjectile_Spawn_DEF | cloud | cloud info | DEF | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000108,April25_RRAltProjectile_Spawn_DEF,8,april 25 | april 25 rr alt projectile spawn def | April25 | April25 RRAltProjectile Spawn DEF | April25_RRAltProjectile_Spawn_DEF | cloud | cloud info | DEF | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000108,April25_RRAltProjectile_Spawn_DEF,9,april 25 | april 25 rr alt projectile spawn def | April25 | April25 RRAltProjectile Spawn DEF | April25_RRAltProjectile_Spawn_DEF | cloud | cloud info | DEF | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000108,April25_RRAltProjectile_Spawn_DEF,10,april 25 | april 25 rr alt projectile spawn def | April25 | April25 RRAltProjectile Spawn DEF | April25_RRAltProjectile_Spawn_DEF | cloud | cloud info | DEF | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000108,April25_RRAltProjectile_Spawn_DEF,11,april 25 | april 25 rr alt projectile spawn def | April25 | April25 RRAltProjectile Spawn DEF | April25_RRAltProjectile_Spawn_DEF | cloud | cloud info | DEF | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000108,April25_RRAltProjectile_Spawn_DEF,12,april 25 | april 25 rr alt projectile spawn def | April25 | April25 RRAltProjectile Spawn DEF | April25_RRAltProjectile_Spawn_DEF | cloud | cloud info | DEF | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000108,April25_RRAltProjectile_Spawn_DEF,13,april 25 | april 25 rr alt projectile spawn def | April25 | April25 RRAltProjectile Spawn DEF | April25_RRAltProjectile_Spawn_DEF | cloud | cloud info | DEF | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000108,April25_RRAltProjectile_Spawn_DEF,14,april 25 | april 25 rr alt projectile spawn def | April25 | April25 RRAltProjectile Spawn DEF | April25_RRAltProjectile_Spawn_DEF | cloud | cloud info | DEF | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
BuilderBase,Spell,26000108,April25_RRAltProjectile_Spawn_DEF,15,april 25 | april 25 rr alt projectile spawn def | April25 | April25 RRAltProjectile Spawn DEF | April25_RRAltProjectile_Spawn_DEF | cloud | cloud info | DEF | icon spell toxic | icon_spell_toxic | poison cloud | poison cloud info | rr alt projectile | RRAltProjectile | Spawn | spell | TID_POISON_CLOUD | TID_POISON_CLOUD_INFO | toxic,april | cloud | poison | projectile | spawn | spell | toxic
